   0.0000000E+00   1.000000    
    3.021000      0.9417359    
    6.042000      0.8987232    
    9.008000      0.8634825    
    11.91900      0.8331338    
    15.10500      0.8068337    
    17.90600      0.7786427    
    21.03700      0.7576487    
    24.05800      0.7347585    
    27.13300      0.7171182    
    30.15400      0.7007508    
    32.84600      0.6825673    
    36.08600      0.6656946    
    39.10700      0.6524321    
    42.01800      0.6375489    
    44.98400      0.6259486    
    47.89500      0.6125142    
    50.80600      0.5998612    
    53.99200      0.5897964    
    56.90300      0.5784460    
    60.08800      0.5675481    
    62.94500      0.5572388    
    66.07500      0.5485820    
    68.93100      0.5391248    
    72.00700      0.5298339    
    74.86300      0.5210808    
    77.99400      0.5128372    
    81.07000      0.5060868    
    83.87100      0.4980741    
    86.94700      0.4905960    
    90.02300      0.4835944    
    93.09800      0.4765341    
    95.90000      0.4696439    
    98.97500      0.4628615    
    101.9960      0.4579120    
    104.7420      0.4518537    
    107.8730      0.4457130    
    110.8940      0.4398035    
    113.9150      0.4342751    
    116.9360      0.4285731    
    119.9570      0.4234977    
    122.9780      0.4181919    
    125.9980      0.4130999    
    129.0190      0.4083324    
    132.0400      0.4036221    
    135.0610      0.3989662    
    138.0270      0.3944344    
    141.0480      0.3900212    
    144.0690      0.3857357    
    147.0350      0.3811617    
    150.0560      0.3774991    
    153.0220      0.3735605    
    155.9870      0.3695748    
    159.0080      0.3659891    
    161.9740      0.3624206    
    164.9950      0.3588219    
    168.0160      0.3551868    
    170.9820      0.3517095    
    173.9480      0.3483893    
    176.9140      0.3449098    
    180.1000      0.3414899    
    182.9560      0.3381878    
    186.1960      0.3354284    
    189.1070      0.3320143    
    191.9080      0.3289362    
    195.0940      0.3258526    
    198.2250      0.3234660    
    201.0810      0.3203594    
    204.2120      0.3175171    
    207.0130      0.3146188    
    210.0890      0.3125252    
    212.8900      0.3100483    
    215.9660      0.3070857    
    219.0410      0.3044957    
    222.1720      0.3019087    
    224.8630      0.2992292    
    227.9390      0.2969500    
    230.9600      0.2945041    
    233.9810      0.2923252    
    237.0020      0.2898864    
    239.9680      0.2874269    
    242.9890      0.2856886    
    245.9550      0.2834352    
    248.9210      0.2814554    
    251.8870      0.2790379    
    254.8520      0.2770129    
    258.0930      0.2752228    
    261.0590      0.2730507    
    263.9700      0.2711289    
    266.9360      0.2692145    
    269.8470      0.2672080    
    273.0330      0.2653517    
    275.9990      0.2636199    
    278.8550      0.2617601    
    282.0950      0.2598208    
    284.9510      0.2579114    
    288.1370      0.2563155    
    290.9930      0.2546422    
    293.8490      0.2528220    
    297.0350      0.2512545    
    300.1660      0.2491799    
    303.0220      0.2476280    
    306.1520      0.2463918    
    309.0090      0.2443462    
    312.0840      0.2430697    
    314.9400      0.2414785    
    318.0160      0.2398927    
    320.8720      0.2384084    
    323.9480      0.2369309    
    327.0240      0.2355251    
    329.8800      0.2339071    
    332.9560      0.2326554    
    336.0320      0.2310833    
    339.1070      0.2297830    
    341.9090      0.2282748    
    344.9840      0.2267649    
    348.0050      0.2257020    
    351.0810      0.2242259    
    354.1020      0.2228685    
    356.9030      0.2216578    
    359.9240      0.2203019    
    362.9450      0.2188591    
    365.9660      0.2177138    
    368.9870      0.2167650    
    372.0080      0.2155555    
    375.0280      0.2143925    
    378.0490      0.2130978    
    380.8500      0.2115969    
    384.1460      0.2105934    
    387.1120      0.2095395    
    390.1330      0.2084712    
    393.0990      0.2073237    
    396.1200      0.2060958    
    399.0860      0.2050560    
    402.1060      0.2038144    
    405.0720      0.2029417    
    408.0380      0.2017155    
    411.0040      0.2008432    
    413.9700      0.1996997    
    416.9360      0.1985976    
    419.9020      0.1972670    
    422.8680      0.1965110    
    426.1090      0.1954983    
    428.8000      0.1945697    
    432.0410      0.1935174    
    435.0060      0.1926872    
    437.9720      0.1918435    
    440.9380      0.1908060    
    443.8490      0.1897630    
    447.0900      0.1888051    
    450.0010      0.1878526    
    452.9670      0.1869360    
    455.8780      0.1858609    
    459.0640      0.1850480    
