   0.0000000E+00   1.000000    
    3.240000      0.8517600    
    6.042000      0.7689264    
    8.898000      0.6904877    
    12.02800      0.6254019    
    14.83000      0.5712237    
    17.85000      0.5256521    
    20.87100      0.4854020    
    23.89200      0.4479451    
    27.18800      0.4213638    
    30.04400      0.3924751    
    33.06500      0.3666865    
    36.03100      0.3445580    
    38.88700      0.3206975    
    42.01700      0.3033856    
    45.09300      0.2843748    
    48.11400      0.2699666    
    51.08000      0.2539783    
    53.99100      0.2417451    
    56.90200      0.2282560    
    60.08800      0.2161395    
    62.94400      0.2046501    
    66.07500      0.1960409    
    68.87600      0.1869585    
    71.89700      0.1778414    
    74.97200      0.1702134    
    77.82800      0.1620737    
    80.84900      0.1551714    
    83.87000      0.1479270    
    86.89100      0.1421088    
    89.91200      0.1361629    
    92.93300      0.1305930    
    95.89900      0.1254223    
    98.86500      0.1206631    
    101.8860      0.1159898    
    105.0710      0.1118498    
    108.0370      0.1082018    
    110.9480      0.1037094    
    114.0790      9.9757507E-02
    116.8800      9.5954731E-02
    119.9560      9.2545025E-02
    123.0870      8.9197189E-02
    126.1080      8.6743958E-02
    128.8540      8.3851285E-02
    131.8750      8.1257463E-02
    134.9500      7.8650758E-02
    137.9160      7.6228544E-02
    140.8820      7.3525913E-02
    144.1230      7.1250454E-02
    147.0340      6.9021747E-02
    150.0000      6.7090444E-02
    152.9110      6.5194748E-02
    156.0970      6.3650221E-02
    159.0080      6.3055947E-02
    161.8640      5.9861694E-02
    165.0490      5.8538649E-02
    167.9050      5.7079095E-02
    171.0910      5.5671874E-02
    173.9470      5.3967167E-02
    177.0780      5.2578952E-02
    179.9340      5.1461019E-02
    183.0650      5.0244711E-02
    185.9210      4.8895203E-02
    189.0520      4.7782540E-02
    191.9080      4.6751320E-02
    195.0380      4.5924310E-02
    197.8400      4.4887844E-02
    200.9700      4.4109754E-02
    204.0460      4.3255564E-02
    206.9020      4.2009745E-02
    209.9780      4.1421488E-02
    213.0540      4.0385995E-02
    215.8550      3.9629795E-02
    218.9310      3.8876176E-02
    222.0620      3.8072359E-02
    225.1370      3.7556764E-02
    227.9390      3.6979485E-02
    231.0140      3.6217127E-02
    234.0900      3.5655882E-02
    236.8360      3.4874234E-02
    239.9120      3.4025300E-02
    243.0430      3.3467472E-02
    245.8440      3.2992013E-02
    248.9200      3.2519940E-02
    251.9960      3.2124735E-02
    255.0170      3.1756382E-02
    257.8180      3.1168746E-02
    260.8940      3.0832594E-02
    263.9690      3.0215882E-02
    266.9900      2.9801410E-02
    270.0660      2.9277937E-02
    273.1420      2.8756628E-02
    275.8880      2.8439255E-02
    278.9640      2.7974471E-02
    281.9850      2.7866112E-02
    285.0610      2.7635960E-02
    288.0810      2.7169807E-02
    290.8830      2.6883736E-02
    293.9030      2.6238281E-02
    297.0340      2.5903035E-02
    300.0550      2.5299029E-02
    303.1310      2.4978098E-02
    305.8770      2.4680248E-02
    308.9530      2.4529964E-02
    311.9740      2.4226602E-02
    315.0500      2.4268193E-02
    318.0700      2.4157126E-02
    320.8170      2.3806699E-02
    323.8920      2.3336081E-02
    326.9130      2.2958495E-02
    329.9890      2.2914529E-02
    333.0100      2.2062497E-02
    336.0310      2.1909602E-02
    339.1070      2.1709228E-02
    341.8530      2.1491354E-02
    344.9290      2.1491354E-02
    347.9500      2.1678239E-02
    351.0250      2.1381581E-02
    354.1010      2.1239616E-02
    357.1220      2.0791743E-02
    359.8680      2.0168012E-02
    362.9440      2.0613128E-02
    365.9650      1.9746920E-02
    368.9860      1.9558769E-02
    372.0070      1.9299243E-02
    375.0830      1.9194450E-02
    378.1030      1.9420786E-02
    380.8500      1.9368790E-02
    383.8710      1.9455375E-02
    386.9460      1.9229444E-02
    389.9670      1.8751509E-02
    392.9880      1.8187288E-02
    396.0640      1.8057443E-02
    399.0850      1.7776011E-02
    401.8310      1.7982826E-02
    404.9070      1.7776011E-02
    407.9280      1.7832654E-02
    411.0040      1.7907897E-02
    414.0240      1.7624076E-02
    417.0450      1.7528450E-02
    420.0660      1.7120982E-02
    423.1420      1.6683439E-02
    425.8880      1.6562102E-02
    428.9090      1.6275469E-02
    431.9300      1.6004713E-02
    434.9510      1.6171869E-02
    438.0270      1.6275469E-02
