 1.00000000e-05 2.42339432e-03
 1.02334021e-05 2.56380190e-03
 1.04722519e-05 2.71212596e-03
 1.07166765e-05 2.86878384e-03
 1.09668060e-05 3.03421206e-03
 1.12227736e-05 3.20886703e-03
 1.14847155e-05 3.39322570e-03
 1.17527712e-05 3.58778621e-03
 1.20270833e-05 3.79306861e-03
 1.23077980e-05 4.00961552e-03
 1.25950646e-05 4.23799281e-03
 1.28890361e-05 4.47879032e-03
 1.31898690e-05 4.73262248e-03
 1.34977233e-05 5.00012906e-03
 1.38127630e-05 5.28197581e-03
 1.41351558e-05 5.57885512e-03
 1.44650734e-05 5.89148671e-03
 1.48026913e-05 6.22061826e-03
 1.51481892e-05 6.56702603e-03
 1.55017512e-05 6.93151552e-03
 1.58635653e-05 7.31492202e-03
 1.62338243e-05 7.71811125e-03
 1.66127252e-05 8.14197985e-03
 1.70004698e-05 8.58745594e-03
 1.73972643e-05 9.05549962e-03
 1.78033202e-05 9.54710344e-03
 1.82188534e-05 1.00632928e-02
 1.86440853e-05 1.06051263e-02
 1.90792422e-05 1.11736964e-02
 1.95245558e-05 1.17701290e-02
 1.99802631e-05 1.23955845e-02
 2.04466067e-05 1.30512576e-02
 2.09238348e-05 1.37383774e-02
 2.14122015e-05 1.44582075e-02
 2.19119669e-05 1.52120461e-02
 2.24233968e-05 1.60012261e-02
 2.29467637e-05 1.68271145e-02
 2.34823460e-05 1.76911125e-02
 2.40304289e-05 1.85946554e-02
 2.45913043e-05 1.95392116e-02
 2.51652705e-05 2.05262829e-02
 2.57526333e-05 2.15574033e-02
 2.63537052e-05 2.26341389e-02
 2.69688063e-05 2.37580865e-02
 2.75982639e-05 2.49308734e-02
 2.82424133e-05 2.61541561e-02
 2.89015972e-05 2.74296191e-02
 2.95761666e-05 2.87589740e-02
 3.02664806e-05 3.01439581e-02
 3.09729067e-05 3.15863327e-02
 3.16958209e-05 3.30878821e-02
 3.24356081e-05 3.46504114e-02
 3.31926620e-05 3.62757448e-02
 3.39673858e-05 3.79657240e-02
 3.47601918e-05 3.97222057e-02
 3.55715021e-05 4.15470596e-02
 3.64017485e-05 4.34421659e-02
 3.72513730e-05 4.54094132e-02
 3.81208280e-05 4.74506953e-02
 3.90105762e-05 4.95679091e-02
 3.99210913e-05 5.17629510e-02
 4.08528580e-05 5.40377146e-02
 4.18063724e-05 5.63940868e-02
 4.27821420e-05 5.88339451e-02
 4.37806863e-05 6.13591538e-02
 4.48025368e-05 6.39715605e-02
 4.58482375e-05 6.66729925e-02
 4.69183451e-05 6.94652530e-02
 4.80134292e-05 7.23501167e-02
 4.91340729e-05 7.53293265e-02
 5.02808725e-05 7.84045886e-02
 5.14544388e-05 8.15775686e-02
 5.26553963e-05 8.48498871e-02
 5.38843844e-05 8.82231150e-02
 5.51420574e-05 9.16987690e-02
 5.64290847e-05 9.52783072e-02
 5.77461515e-05 9.89631238e-02
 5.90939590e-05 1.02754545e-01
 6.04732245e-05 1.06653823e-01
 6.18846824e-05 1.10662133e-01
 6.33290840e-05 1.14780567e-01
 6.48071983e-05 1.19010127e-01
 6.63198120e-05 1.23351724e-01
 6.78677305e-05 1.27806171e-01
 6.94517777e-05 1.32374177e-01
 7.10727970e-05 1.37056343e-01
 7.27316511e-05 1.41853157e-01
 7.44292233e-05 1.46764991e-01
 7.61664172e-05 1.51792091e-01
 7.79441575e-05 1.56934578e-01
 7.97633907e-05 1.62192441e-01
 8.16250851e-05 1.67565531e-01
 8.35302320e-05 1.73053559e-01
 8.54798453e-05 1.78656089e-01
 8.74749630e-05 1.84372538e-01
 8.95166472e-05 1.90202166e-01
 9.16059848e-05 1.96144079e-01
 9.37440879e-05 2.02197219e-01
 9.59320948e-05 2.08360366e-01
 9.81711702e-05 2.14632129e-01
 1.00462506e-04 2.21010949e-01
 1.02807322e-04 2.27495093e-01
 1.05206867e-04 2.34082651e-01
 1.07662418e-04 2.40771536e-01
 1.10175281e-04 2.47559479e-01
 1.12746796e-04 2.54444032e-01
 1.15378330e-04 2.61422561e-01
 1.18071285e-04 2.68492252e-01
 1.20827094e-04 2.75650103e-01
 1.23647224e-04 2.82892929e-01
 1.26533176e-04 2.90217359e-01
 1.29486487e-04 2.97619840e-01
 1.32508729e-04 3.05096634e-01
 1.35601511e-04 3.12643822e-01
 1.38766479e-04 3.20257303e-01
 1.42005318e-04 3.27932799e-01
 1.45319752e-04 3.35665857e-01
 1.48711546e-04 3.43451850e-01
 1.52182505e-04 3.51285980e-01
 1.55734477e-04 3.59163285e-01
 1.59369353e-04 3.67078642e-01
 1.63089068e-04 3.75026767e-01
 1.66895601e-04 3.83002227e-01
 1.70790980e-04 3.90999442e-01
 1.74777277e-04 3.99012688e-01
 1.78856616e-04 4.07036109e-01
 1.83031168e-04 4.15063719e-01
 1.87303154e-04 4.23089410e-01
 1.91674849e-04 4.31106963e-01
 1.96148581e-04 4.39110048e-01
 2.00726730e-04 4.47092241e-01
 2.05411735e-04 4.55047026e-01
 2.10206088e-04 4.62967805e-01
 2.15112343e-04 4.70847910e-01
 2.20133111e-04 4.78680609e-01
 2.25271064e-04 4.86459117e-01
 2.30528939e-04 4.94176607e-01
 2.35909533e-04 5.01826218e-01
 2.41415712e-04 5.09401067e-01
 2.47050406e-04 5.16894257e-01
 2.52816614e-04 5.24298893e-01
 2.58717408e-04 5.31608087e-01
 2.64755927e-04 5.38814974e-01
 2.70935387e-04 5.45912718e-01
 2.77259076e-04 5.52894530e-01
 2.83730362e-04 5.59753671e-01
 2.90352688e-04 5.66483472e-01
 2.97129582e-04 5.73077337e-01
 3.04064649e-04 5.79528762e-01
 3.11161583e-04 5.85831341e-01
 3.18424160e-04 5.91978779e-01
 3.25856248e-04 5.97964903e-01
 3.33461802e-04 6.03783671e-01
 3.41244871e-04 6.09429188e-01
 3.49209598e-04 6.14895711e-01
 3.57360225e-04 6.20177661e-01
 3.65701088e-04 6.25269635e-01
 3.74236629e-04 6.30166415e-01
 3.82971391e-04 6.34862975e-01
 3.91910025e-04 6.39354493e-01
 4.01057288e-04 6.43636360e-01
 4.10418050e-04 6.47704187e-01
 4.19997295e-04 6.51553814e-01
 4.29800121e-04 6.55181316e-01
 4.39831747e-04 6.58583014e-01
 4.50097513e-04 6.61755479e-01
 4.60602884e-04 6.64695537e-01
 4.71353453e-04 6.67400279e-01
 4.82354943e-04 6.69867063e-01
 4.93613210e-04 6.72093520e-01
 5.05134247e-04 6.74077560e-01
 5.16924187e-04 6.75817370e-01
 5.28989308e-04 6.77311426e-01
 5.41336030e-04 6.78558486e-01
 5.53970928e-04 6.79557601e-01
 5.66900727e-04 6.80308110e-01
 5.80132310e-04 6.80809645e-01
 5.93672722e-04 6.81062127e-01
 6.07529169e-04 6.81065771e-01
 6.21709029e-04 6.80821081e-01
 6.36219849e-04 6.80328851e-01
 6.51069356e-04 6.79590162e-01
 6.66265452e-04 6.78606379e-01
 6.81816229e-04 6.77379149e-01
 6.97729965e-04 6.75910397e-01
 7.14015130e-04 6.74202320e-01
 7.30680395e-04 6.72257388e-01
 7.47734631e-04 6.70078329e-01
 7.65186915e-04 6.67668134e-01
 7.83046540e-04 6.65030042e-01
 8.01323013e-04 6.62167540e-01
 8.20026062e-04 6.59084351e-01
 8.39165644e-04 6.55784429e-01
 8.58751948e-04 6.52271949e-01
 8.78795401e-04 6.48551302e-01
 8.99306672e-04 6.44627084e-01
 9.20296681e-04 6.40504086e-01
 9.41776601e-04 6.36187286e-01
 9.63757866e-04 6.31681840e-01
 9.86252179e-04 6.26993071e-01
 1.00927151e-03 6.22126460e-01
 1.03282813e-03 6.17087632e-01
 1.05693455e-03 6.11882353e-01
 1.08160363e-03 6.06516509e-01
 1.10684849e-03 6.00996105e-01
 1.13268257e-03 5.95327247e-01
 1.15911962e-03 5.89516136e-01
 1.18617372e-03 5.83569054e-01
 1.21385926e-03 5.77492353e-01
 1.24219100e-03 5.71292446e-01
 1.27118400e-03 5.64975792e-01
 1.30085370e-03 5.58548891e-01
 1.33121590e-03 5.52018269e-01
 1.36228676e-03 5.45390465e-01
 1.39408283e-03 5.38672028e-01
 1.42662102e-03 5.31869498e-01
 1.45991865e-03 5.24989403e-01
 1.49399346e-03 5.18038244e-01
 1.52886359e-03 5.11022486e-01
 1.56454759e-03 5.03948551e-01
 1.60106446e-03 4.96822805e-01
 1.63843365e-03 4.89651552e-01
 1.67667503e-03 4.82441024e-01
 1.71580899e-03 4.75197372e-01
 1.75585633e-03 4.67926658e-01
 1.79683839e-03 4.60634848e-01
 1.83877698e-03 4.53327805e-01
 1.88169442e-03 4.46011280e-01
 1.92561357e-03 4.38690906e-01
 1.97055780e-03 4.31372195e-01
 2.01655104e-03 4.24060524e-01
 2.06361777e-03 4.16761140e-01
 2.11178304e-03 4.09479146e-01
 2.16107251e-03 4.02219500e-01
 2.21151240e-03 3.94987013e-01
 2.26312957e-03 3.87786339e-01
 2.31595149e-03 3.80621976e-01
 2.37000629e-03 3.73498264e-01
 2.42532274e-03 3.66419378e-01
 2.48193029e-03 3.59389327e-01
 2.53985907e-03 3.52411954e-01
 2.59913992e-03 3.45490934e-01
 2.65980440e-03 3.38629771e-01
 2.72188479e-03 3.31831798e-01
 2.78541416e-03 3.25100178e-01
 2.85042632e-03 3.18437902e-01
 2.91695588e-03 3.11847790e-01
 2.98503825e-03 3.05332493e-01
 3.05470967e-03 2.98894490e-01
 3.12600724e-03 2.92536095e-01
 3.19896892e-03 2.86259453e-01
 3.27363353e-03 2.80066546e-01
 3.35004083e-03 2.73959192e-01
 3.42823149e-03 2.67939049e-01
 3.50824714e-03 2.62007618e-01
 3.59013038e-03 2.56166245e-01
 3.67392478e-03 2.50416124e-01
 3.75967497e-03 2.44758301e-01
 3.84742658e-03 2.39193676e-01
 3.93722633e-03 2.33723010e-01
 4.02912203e-03 2.28346924e-01
 4.12316259e-03 2.23065906e-01
 4.21939808e-03 2.17880316e-01
 4.31787973e-03 2.12790387e-01
 4.41865996e-03 2.07796231e-01
 4.52179242e-03 2.02897846e-01
 4.62733201e-03 1.98095115e-01
 4.73533492e-03 1.93387814e-01
 4.84585864e-03 1.88775618e-01
 4.95896201e-03 1.84258100e-01
 5.07470524e-03 1.79834742e-01
 5.19314994e-03 1.75504936e-01
 5.31435916e-03 1.71267990e-01
 5.43839743e-03 1.67123132e-01
 5.56533078e-03 1.63069514e-01
 5.69522678e-03 1.59106217e-01
 5.82815458e-03 1.55232258e-01
 5.96418495e-03 1.51446590e-01
 6.10339029e-03 1.47748111e-01
 6.24584471e-03 1.44135663e-01
 6.39162405e-03 1.40608042e-01
 6.54080591e-03 1.37163998e-01
 6.69346971e-03 1.33802243e-01
 6.84969672e-03 1.30521448e-01
 7.00957009e-03 1.27320257e-01
 7.17317494e-03 1.24197281e-01
 7.34059837e-03 1.21151109e-01
 7.51192949e-03 1.18180305e-01
 7.68725952e-03 1.15283418e-01
 7.86668179e-03 1.12458982e-01
 8.05029181e-03 1.09705517e-01
 8.23818733e-03 1.07021538e-01
 8.43046837e-03 1.04405551e-01
 8.62723729e-03 1.01856061e-01
 8.82859884e-03 9.93715733e-02
 9.03466021e-03 9.69505942e-02
 9.24553110e-03 9.45916356e-02
 9.46132376e-03 9.22932163e-02
 9.68215306e-03 9.00538644e-02
 9.90813657e-03 8.78721192e-02
 1.01393946e-02 8.57465328e-02
 1.03760502e-02 8.36756726e-02
 1.06182294e-02 8.16581222e-02
 1.08660611e-02 7.96924832e-02
 1.11196773e-02 7.77773766e-02
 1.13792129e-02 7.59114441e-02
 1.16448062e-02 7.40933491e-02
 1.19165984e-02 7.23217780e-02
 1.21947344e-02 7.05954409e-02
 1.24793621e-02 6.89130725e-02
 1.27706330e-02 6.72734329e-02
 1.30687023e-02 6.56753082e-02
 1.33737286e-02 6.41175110e-02
 1.36858742e-02 6.25988811e-02
 1.40053055e-02 6.11182853e-02
 1.43321923e-02 5.96746184e-02
 1.46667087e-02 5.82668028e-02
 1.50090328e-02 5.68937890e-02
 1.53593468e-02 5.55545556e-02
 1.57178372e-02 5.42481093e-02
 1.60846948e-02 5.29734845e-02
 1.64601150e-02 5.17297437e-02
 1.68442976e-02 5.05159770e-02
 1.72374471e-02 4.93313021e-02
 1.76397728e-02 4.81748637e-02
 1.80514888e-02 4.70458333e-02
 1.84728144e-02 4.59434089e-02
 1.89039738e-02 4.48668148e-02
 1.93451965e-02 4.38153008e-02
 1.97967175e-02 4.27881417e-02
 2.02587771e-02 4.17846372e-02
 2.07316213e-02 4.08041111e-02
 2.12155017e-02 3.98459109e-02
 2.17106760e-02 3.89094071e-02
